STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SEX,Sex,AGE,Age,TIME_HORIZ,Time horizon,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,W,World,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2014,,7381620000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,W,World,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,7470490000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,W,World,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,7558550000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,W,World,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,7645620000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,W,World,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,7729900000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,W,World,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,7811290000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1990,,3659580000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1991,,3714110000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1992,,3763540000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1993,,3811550000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1994,,3857710000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1995,,3902980000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1996,,3947850000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1997,,3992070000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1998,,4035470000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1999,,4078160000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2000,,4121570000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2001,,4164430000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2002,,4204340000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2003,,4244870000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2004,,4285270000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2005,,4325900000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2006,,4366590000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2007,,4407310000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2008,,4448210000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2009,,4489560000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2010,,4531000000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2011,,4570860000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2012,,4611960000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2013,,4652980000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2014,,4694720000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,4733400000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,4771540000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,4807600000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,4840220000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,G20,G20,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,4870530000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1990,,1107570000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1991,,1119440000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1992,,1130030000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1993,,1139950000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1994,,1149230000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1995,,1158300000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1996,,1167190000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1997,,1176000000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1998,,1184410000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1999,,1192800000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2000,,1201550000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2001,,1210270000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2002,,1219100000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2003,,1227810000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2004,,1236530000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2005,,1245470000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2006,,1254680000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2007,,1264570000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2008,,1274740000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2009,,1284010000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2010,,1293230000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2011,,1299970000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2012,,1307850000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2013,,1315350000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2014,,1323440000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,1331490000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,1339860000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,1347490000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,1355340000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,OECD,OECD,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,1363440000,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1990,,10640691,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1991,,11160744,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1992,,11686676,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1993,,12215862,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1994,,12750040,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1995,,13289245,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1996,,13831009,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1997,,14374943,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1998,,14922185,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1999,,15472075,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2000,,16177722,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2001,,17041397,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2002,,17910910,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2003,,18786767,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2004,,19669480,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2005,,20559890,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2006,,21459144,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2007,,22368313,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2008,,23287877,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2009,,24217654,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2010,,23978487,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2011,,25091867,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2012,,26168861,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2013,,27624004,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2014,,28309273,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2015,,29816382,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2016,,30954198,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2017,,30977355,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2018,,30196281,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,SAU,Saudi Arabia,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2019,,30063799,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1990,,40746268,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1991,,41687898,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1992,,42443509,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1993,,43297156,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1994,,44004139,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1995,,44541554,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1996,,45123018,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1997,,45666838,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1998,,46223880,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,1999,,46730335,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2000,,47159719,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2001,,47566800,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2002,,46572861,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2003,,47005180,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2004,,47504691,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2005,,48060577,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2006,,48642306,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2007,,49264665,,A,Normal value,0,Units,0,Zero
DATAFLOW,OECD.ELS.SAE:DSD_POPULATION@DF_POP_HIST(1.0),Historical population data,I,ZAF,South Africa,POP,Population,PS,Persons,_T,Total,_T,Total,H,Historical,2008,,49935872,,A,Normal value,0,Units,0,Zero
