"","iso","country","year","gdp_usd_ppp","gni_usd_ppp","cons_usd_ppp","gdp_b3_adj","acons_b4_adj","pop_c4_adj","d_log_gdp_ppp","d_log_gni_ppp","d_log_cons_ppp","d_log_acons_b4","d_log_gdp_b3","agg_d_log_gdp_ppp","agg_d_log_gni_ppp","agg_d_log_cons_ppp","agg_d_log_acons_b4","agg_d_log_gdp_b3","dev_gdp_ppp","dev_gni_ppp","dev_cons_ppp","dev_acons_b4","dev_gdp_b3"
"152","ESP","Spain",1998,756180592991.914,754095687331.536,602915492957.746,7.561e+11,5.435e+11,39453000,0.0398712704930393,0.0402730830344922,0.0384325512676966,0.0390390724097784,0.0398889217258223,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,0.0181415723974272,0.0119429650414897,0.0145784637484159,0.0126172297276508,0.0181695101955608
"153","FIN","Finland",1998,122338100102.145,122006128702.758,85263984298.3317,1.224e+11,7.56e+10,5153000,0.0462616694717735,0.0475853306156804,0.0327083880379337,0.0379653714757247,0.0468771071934579,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,0.0245319713761614,0.0192552126226779,0.00885430051865299,0.011543528793597,0.0251576956631965
"154","FRA","France",1998,1448792349726.78,1466191256830.6,1188752272727.27,1.4488e+12,1.0444e+12,60047000,0.0298429065615498,0.0352623287690754,0.0195100402521415,0.0280091384645829,0.0298029476211941,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,0.00811320846593766,0.00693221077607298,-0.00434404726713922,0.0015872957824552,0.0080835360909326
"155","GBR","United Kingdom",1998,1407925632911.39,1426699367088.61,1220548599670.51,1.407e+12,1.1159e+12,58305000,0.0280915424999257,0.042862461855977,0.0303990524579252,0.0335765470319185,0.0281554845150023,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,0.00636184440431364,0.0145323438629745,0.00654496493864443,0.00715470434979082,0.0064360729847408
"156","GRC","Greece",1998,164669590643.275,1.695e+11,148060060060.06,1.646e+11,1.311e+11,10835000,0.0277127844628851,0.0277617408010116,0.0260829949053143,0.0209092263575315,0.0279896134590594,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,0.00598308636727296,-0.000568377191990876,0.00222890738603354,-0.00551261632459621,0.0062702019287979
"157","IRL","Ireland",1998,88560335781.7419,80317943336.831,56915145005.3706,8.85e+10,5.15e+10,3711000,0.0714942900343125,0.0649230982953384,0.0527717222783277,0.0505851990708024,0.0712914875197566,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,0.0497645919387004,0.0365929803023359,0.028917634759047,0.0241633563886747,0.0495720759894951
"158","ISL","Iceland",1998,7233161057.69231,7164927884.61539,6072943349.7537,7.2e+09,5.3e+09,274000,0.0423414526333907,0.0637254971685124,0.0680112114595577,0.0674623299331252,0.0315503289104271,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,0.0206117545377786,0.0353953791755099,0.0441571239402769,0.0410404872509975,0.00983091738016562
"159","ITA","Italy",1998,1378397277227.72,1392345297029.7,1099895859473.02,1.3787e+12,9.977e+11,57588000,0.0164608881869821,0.0218822184613643,0.0236036775302875,0.0251878418089042,0.0164618833761185,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,-0.00526880990862999,-0.00644789953163816,-0.000250409988993283,-0.00123400087322345,-0.00525752815414293
"160","JPN","Japan",1998,3206649032258.06,3270170322580.65,2244645625000,3.2153e+12,2.0292e+12,126486000,-0.0138804779895594,-0.00977077588575881,0.00122227730701319,-0.00233598847701622,-0.0138826556787741,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,-0.0356101760851715,-0.0381008938787613,-0.0226318102122676,-0.0287578311591439,-0.0356020672090356
"161","MEX","Mexico",1998,812488398692.81,768743790849.673,665176562500,8.125e+11,6.212e+11,95786000,0.0295978845230298,0.0201523018836767,0.0292997308338663,0.0327272040757975,0.0295794237412021,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,0.00786818642741771,-0.00817781610932578,0.00544564331458552,0.00630536139366988,0.00786001221094068
"162","NLD","Netherlands",1998,404188108108.108,400849729729.73,314058823529.412,4.044e+11,2.666e+11,15703000,0.0364438825649511,0.00991881779117953,0.037296229033986,0.0387458510201366,0.0365563930105139,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,0.014714184469339,-0.0184113002018229,0.0134421415147052,0.012324008338009,0.0148369814802525
"163","NOR","Norway",1998,155239400665.927,153955124929.453,93594835164.8352,1.552e+11,8.23e+10,4432000,0.0198440443128547,0.0222394526858558,0.0219144408537346,0.0247369131704218,0.019339296897968,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,-0.0018856537827574,-0.00609066530714664,-0.00193964666554614,-0.00168492951170585,-0.00238011463229348
"164","NZL","New Zealand",1998,73622758620.6897,68959310344.8276,60848571428.5714,7.38e+10,5.52e+10,3829000,-0.00176103056253396,0.0126872021657256,0.0161029149564982,0.0244678558320537,-0.00274011816139996,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,-0.0234907286581461,-0.0156429158272768,-0.00775117256278257,-0.00195398685007397,-0.0244595296916614
"165","PRT","Portugal",1998,1.6566e+11,163175830155.602,139599364069.952,1.656e+11,1.264e+11,10129000,0.0410262194628768,0.0403301008320547,0.0434025709013035,0.0448732896157686,0.0413246158419245,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,0.0192965213672647,0.0119999828390522,0.0195484833820228,0.018451446933641,0.019605204311663
"166","SWE","Sweden",1998,218914472252.448,220192491838.955,175390055865.922,2.189e+11,1.558e+11,8851000,0.0352409445653326,0.040431571806911,0.0301389867170254,0.0340449817071118,0.0352443851561066,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,0.0135112464697205,0.0121014538139086,0.00628489919774466,0.00762313902498413,0.0135249736258451
"167","TUR","Türkiye",1998,449456142228.652,460587235452.948,384074815642.963,4.495e+11,3.421e+11,64789000,0.0142052039374452,0.0195242837471756,-0.00295590351881891,-0.00537062202054628,0.0142485242906041,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,-0.00752449415816692,-0.00880583424582682,-0.0268099910380997,-0.0317924647026739,-0.00747088723965739
"168","USA","United States",1998,9.0125e+12,9.0868e+12,7.4585e+12,9.0125e+12,6.6788e+12,276154000,0.0296899328847786,0.0427572926704247,0.0318467515738625,0.03668761756356,0.0296899328847786,0.0217296980956121,0.0283301179930024,0.0238540875192808,0.0264218426821277,0.0217194115302615,0.00796023478916652,0.0144271746774223,0.00799266405458177,0.0102657748814323,0.00797052135451715
"169","AUS","Australia",1999,499965648854.962,482598473282.443,390757692307.692,4.986e+11,3.511e+11,19046000,0.0258233186543091,0.0364880613770797,0.0263787292703199,0.0284183994712564,0.0256816743965427,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.00271302859760247,0.0126689541755152,-0.00110817535323449,0.000599353646345335,0.00259080097722908
"170","AUT","Austria",1999,222713347921.225,218870897155.361,175152793614.595,2.227e+11,1.573e+11,7992000,0.0307921418722898,0.0282485369475562,0.0201646453887516,0.0173774102778577,0.0305220948112197,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.00768185181558323,0.0044294297459917,-0.00732225923480279,-0.0104416355470534,0.00743122139190611
"171","BEL","Belgium",1999,259143322475.57,269116178067.318,201559643255.295,2.591e+11,1.807e+11,10222000,0.0295575580777729,0.023530174699431,0.0241895465291631,0.0216568555719121,0.0299006827833601,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.00644726802106632,-0.000288932502133576,-0.00329735809439136,-0.00616219025299891,0.00680980936404652
"172","CAN","Canada",1999,819593495934.959,792404065040.65,622001652892.562,8.173e+11,5.581e+11,30404000,0.0464255148117498,0.0453170869986934,0.0251365454293513,0.0261090454437287,0.0464064482381925,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.0233152247550432,0.0214979797971289,-0.00235035919420312,-0.0017100003811823,0.0233155748188789
"173","CHE","Switzerland",1999,211077368421.053,229516842105.263,151080628272.251,2.114e+11,1.401e+11,7167000,0.00815539744956517,0.0145268554392626,0.0145356752776493,0.014564616543824,0.00795880234209356,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,-0.0149548926071414,-0.00929225176230197,-0.0129512293459051,-0.013254429281087,-0.01513207107722
"174","DEU","Germany",1999,2011845056065.24,2025801223241.59,1673544671689.99,2.0114e+12,1.5019e+12,82087000,0.0195515234481078,0.0206913169032195,0.0284358946308032,0.0305372714821459,0.0195324173187235,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,-0.00355876660859877,-0.00312779029834509,0.000948990007248796,0.0027182256572349,-0.00355845610059013
"175","DNK","Denmark",1999,147887277051.13,145658263971.463,114918918918.919,1.479e+11,1.023e+11,5321000,0.0226219472551641,0.0317434341978675,0.00768337196150704,0.0103911881387795,0.0226403092520382,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,-0.00048834280154253,0.00792432699630297,-0.0198035326620474,-0.0174278576861315,-0.000450564167275402
"176","ESP","Spain",1999,788119946091.644,784349056603.774,630346478873.24,7.88e+11,5.685e+11,39626000,0.0369946884111592,0.0349595018515529,0.0401172136734065,0.0405962281851959,0.0369490688495251,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.0138843983544525,0.0111403946499884,0.0126303090498521,0.0127771823602849,0.0138581954302115
"177","FIN","Finland",1999,126462717058.223,125985699693.565,87722276741.9038,1.265e+11,7.79e+10,5165000,0.0308329806491496,0.0297710940494422,0.0260977032365641,0.0276436364657009,0.0306219048638336,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.00772269059244302,0.00595198684787768,-0.00138920138699028,-0.000175409359210121,0.00753103144452005
"178","FRA","France",1999,1495344262295.08,1523384699453.55,1220921590909.09,1.4954e+12,1.0746e+12,60297000,0.0274713466215726,0.0341118162412055,0.0225469668764244,0.0243511791280273,0.027503339654892,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.00436105656486596,0.010292709039641,-0.00493993774712997,-0.0034678666968837,0.00441246623557845
"179","GBR","United Kingdom",1999,1448158227848.1,1446553797468.35,1271995057660.63,1.4472e+12,1.1611e+12,58481000,0.0251610603767247,0.0108063325116614,0.0382720877030795,0.0366925152550781,0.0251568147804697,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.0020507703200181,-0.0130127746899031,0.0107851830795251,0.00887346943016709,0.00206594136115612
"180","GRC","Greece",1999,170301169590.643,173121345029.24,151605105105.105,1.702e+11,1.342e+11,10883000,0.0292071664395994,0.0167195344281748,0.0192408410898359,0.0189505300423249,0.0290356241707013,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.0060968763828928,-0.0070995727733898,-0.00824606353371848,-0.00886851578258607,0.00594475075138767
"181","IRL","Ireland",1999,98391395592.8646,86646379853.0955,61737916219.1192,9.84e+10,5.62e+10,3751000,0.0945481880849854,0.0651210975578866,0.0706157040509652,0.0766138602086652,0.0953171630230347,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.0714378980282788,0.0413019903563221,0.0431287994274108,0.0487948143837542,0.0722262896037211
"182","ISL","Iceland",1999,7533978365.38461,7452367788.46154,6478965517.24138,7.5e+09,5.7e+09,277000,0.0298576831832023,0.0284444097744458,0.0538280667622004,0.0618699544831607,0.0299325947209876,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.00674739312649564,0.0046253025728813,0.026341162138646,0.0340509086582497,0.00684172130167404
"183","ITA","Italy",1999,1401329207920.79,1420517326732.67,1125365119196.99,1.4017e+12,1.0224e+12,57646000,0.0154931420780535,0.0190248830766517,0.0218853838537552,0.0234488062751375,0.0155381120627567,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,-0.00761714797865309,-0.00479422412491282,-0.00560152076979925,-0.00437023954977356,-0.00755276135655691
"184","JPN","Japan",1999,3208479354838.71,3267824516129.03,2269507500000,3.2171e+12,2.043e+12,126686000,-0.00100932691006683,-0.00229754592578857,0.00943523576859384,0.00519773524705691,-0.00102028717602565,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,-0.0241196169667734,-0.0261166531273531,-0.0180516688549606,-0.0226213105778541,-0.0241111605953392
"185","MEX","Mexico",1999,841923039215.686,809342483660.131,694160243055.556,8.42e+11,6.468e+11,97199000,0.0209430853011465,0.0368205404708402,0.0280064318577882,0.0257401495913854,0.0210202132013979,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,-0.00216720475556009,0.0130014332692756,0.000519527234233763,-0.00207889623352564,-0.00207066021791569
"186","NLD","Netherlands",1999,420337297297.297,421502702702.703,326724336793.541,4.205e+11,2.778e+11,15809000,0.0324494728404954,0.04351195007035,0.0328088829644564,0.0344244013644026,0.0323123710554523,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.00933918278378876,0.0196928428687855,0.00532197834090198,0.0066053555394916,0.00922149763613866
"187","NOR","Norway",1999,158551165371.809,156645396923.305,96614615384.6154,1.585e+11,8.5e+10,4462000,0.0143627587771817,0.0105773225470873,0.0250086790879056,0.0255340022419333,0.0142938390028604,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,-0.00874753127952488,-0.0132417846544772,-0.0024782255356488,-0.00228504358297776,-0.00879703441645319
"188","NZL","New Zealand",1999,77424137931.0345,71686896551.7242,63143571428.5714,7.76e+10,5.68e+10,3851000,0.0446152108882014,0.0330621692497033,0.0312935206139464,0.0228441901064418,0.0444795132451326,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.0215049208314948,0.00924306204813874,0.003806615990392,-0.00497485571846923,0.021388639825819
"189","PRT","Portugal",1999,171956923076.923,169274821666.346,146863275039.746,1.719e+11,1.327e+11,10172000,0.0330702521937862,0.0324589749760857,0.0464891663949789,0.0444032087701913,0.0331014195824313,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.00995996213707961,0.00863986777452119,0.0190022617714245,0.0165841629452803,0.0100105461631177
"190","SWE","Sweden",1999,228937214363.439,228899891186.072,180751284916.201,2.289e+11,1.604e+11,8858000,0.0439761184854852,0.0379920663667672,0.029319027008686,0.0283070034815012,0.0438796639154369,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.0208658284287786,0.0141729591652027,0.00183212238513164,0.000487957656590154,0.0207887904961233
"191","TUR","Türkiye",1999,428291495659.62,433091923013.623,377686000158.101,4.283e+11,3.353e+11,65819000,-0.0640069652254152,-0.0773249899161996,-0.0325469176059148,-0.0358501530985631,-0.0640846838775353,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,-0.0871172552821218,-0.101144097117764,-0.0600338222294692,-0.0636691989234741,-0.0871755572968489
"192","USA","United States",1999,9.4171e+12,9.5172e+12,7.8163e+12,9.4171e+12,7.0106e+12,279328000,0.0324866455243633,0.0348498394589658,0.0354289377672927,0.0370569212732157,0.0324866455243633,0.0231102900567066,0.0238191072015645,0.0274869046235544,0.027819045824911,0.0230908734193136,0.00937635546765669,0.0110307322574013,0.00794203314373831,0.00923787544830468,0.00939577210504972
"193","AUS","Australia",2000,510248854961.832,495972519083.97,401109230769.231,5.089e+11,3.612e+11,19282000,0.00804425137225451,0.0150206179869183,0.013831218560453,0.0160458258981091,0.00813245003499574,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,-0.0201975736209494,-0.0123081904155953,-0.0126170680114086,-0.0119035121236788,-0.0201000172965298
"194","AUT","Austria",2000,230188183807.44,225761487964.989,180336374002.28,2.302e+11,1.627e+11,8012000,0.0305122791490291,0.0284976572599174,0.0266657756024049,0.0312538277034395,0.030623545567142,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.00227045415582516,0.00116884885740376,0.000217489030543305,0.00330448968165165,0.00239107823561646
"195","BEL","Belgium",2000,269190010857.763,274259500542.888,207960981047.938,2.691e+11,1.861e+11,10246000,0.0356910878629755,0.0165864402001734,0.028920011924626,0.0271008408790987,0.0355238449938735,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.00744926286977154,-0.0107423682023402,0.00247172535276441,-0.000848497142689197,0.007291377662348
"196","CAN","Canada",2000,862635772357.724,840396747967.48,645649586776.86,8.602e+11,5.795e+11,30689000,0.0418539675740668,0.0494725489979242,0.0279840656687753,0.0282973994919864,0.04182859033412,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.0136121425808629,0.0221437405954106,0.00153577909691371,0.000348061470198502,0.0135961230025945
"197","CHE","Switzerland",2000,218699473684.211,237014210526.316,154675392670.157,2.19e+11,1.435e+11,7209000,0.0296306914555409,0.0263005980660385,0.0176719353062627,0.0181354934460547,0.029476567969704,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.00138886646233694,-0.00102821033647515,-0.00877635126559895,-0.0098138445757332,0.00124410063817848
"198","DEU","Germany",2000,2069317023445.46,2060387359836.9,1703552206673.84,2.0689e+12,1.531e+12,82188000,0.026936727539729,0.0156990702118538,0.0165420239113274,0.0179604978795531,0.0269564224727219,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,-0.00130509745347496,-0.0116297381906598,-0.00990626266053418,-0.00998884014223478,-0.00127604485880362
"199","DNK","Denmark",2000,152075624256.837,148885255648.038,114719656019.656,1.521e+11,1.024e+11,5338000,0.0247377877362513,0.0187228972217355,-0.00492524377285974,-0.00221275572027402,0.0248120341803926,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,-0.00350403725695259,-0.00860591118077814,-0.0313735303447213,-0.0301620937420619,-0.00342043315113294
"200","ESP","Spain",2000,822831536388.14,813428571428.572,658322535211.268,8.227e+11,5.93e+11,39927000,0.0355338727506478,0.028836653955242,0.0358580333464946,0.0346257675066735,0.0355262060165433,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.00729204775744385,0.00150784555272843,0.00940974677463302,0.00667642948488556,0.00729373868501781
"201","FIN","Finland",2000,132936670071.502,131270684371.808,89612365063.788,1.33e+11,8.01e+10,5176000,0.0477978574017097,0.0389656236267157,0.0191899809134828,0.0257224465706134,0.0479793654271816,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.0195560324085058,0.0116368152242021,-0.00725830565837882,-0.0022268914511745,0.0197468980956561
"202","FRA","France",2000,1552063387978.14,1564774863387.98,1253513636363.64,1.5521e+12,1.1039e+12,60594000,0.0323152805597395,0.021893794139574,0.0214310142101422,0.0219873377088344,0.0323015960705746,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.0040734555665356,-0.00543501426293957,-0.00501727236171945,-0.00596200031295346,0.00406912873904908
"203","GBR","United Kingdom",2000,1504052215189.87,1.50675e+12,1323932454695.22,1.503e+12,1.2084e+12,58643000,0.0351040803728093,0.0380046764344382,0.0372535599695052,0.0371630381502843,0.0350661549426157,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.00686225537960539,0.0106758680319246,0.0108052733976436,0.00921370012849643,0.00683368761109016
"204","GRC","Greece",2000,177925438596.491,179475146198.83,158165165165.165,1.778e+11,1.368e+11,10917000,0.0406768541916431,0.0329247034953415,0.0392414201153528,0.016069512066661,0.0405658383563239,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.0124350291984392,0.00559589509282787,0.0127931335434912,-0.0118798259551269,0.0123333710247984
"205","IRL","Ireland",2000,108147953830.01,93500524658.9717,67172932330.8271,1.081e+11,6.13e+10,3800000,0.0815682797736077,0.0631532156435952,0.0713935104583818,0.0738844904099292,0.0810373249543659,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.0533264547804038,0.0358244072410816,0.0449452238865202,0.0459351523881413,0.0528048576228404
"206","ISL","Iceland",2000,7964134615.38461,7731526442.30769,6744963054.18719,8e+09,5.9e+09,281000,0.0411878882309562,0.0224373440051089,0.0258979937681882,0.0201490129247617,0.0502013579911633,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.0129460632377523,-0.00489146439740473,-0.000550292803673358,-0.00780032509702622,0.0219688906596378
"207","ITA","Italy",2000,1443747524752.48,1431933168316.83,1153678795483.06,1.4441e+12,1.0502e+12,57762000,0.0278107004754826,0.00599401748126027,0.0228379958763849,0.024817557649385,0.0277902445324045,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,-0.000431124517721315,-0.0213347909212533,-0.00361029069547669,-0.00313178037240291,-0.000442222799120984
"208","JPN","Japan",2000,3299757419354.84,3341185161290.32,2311059375000,3.3086e+12,2.0779e+12,126926000,0.0261591973308857,0.0203084493501962,0.0162505202149212,0.015045797001541,0.0261521510686684,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,-0.00208262766231826,-0.00702035905231746,-0.0101977663569404,-0.0129035410202469,-0.0020803162628571
"209","MEX","Mexico",2000,897182516339.869,875705228758.17,745689236111.111,8.972e+11,6.96e+11,98658000,0.0486718072204617,0.0639084673922312,0.0567072075941759,0.0584136320189508,0.0485998877912106,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.0204299822272578,0.0365796589897176,0.0302589210223143,0.0304642939971629,0.0203674204596851
"210","NLD","Netherlands",2000,434909189189.189,4.3676e+11,336712802768.166,4.351e+11,2.872e+11,15922000,0.0269573684809856,0.0284352530661209,0.0229911385316068,0.02615500430149,0.027009007761297,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,-0.00128445651221831,0.00110644466360732,-0.00345714804025476,-0.00179433372029791,-0.00122345957022851
"211","NOR","Norway",2000,163049389567.148,161449278579.356,99628351648.3517,1.63e+11,8.8e+10,4491000,0.0214975091524519,0.0237280982148977,0.0242384533411748,0.0282072598926302,0.0215173093941665,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,-0.00674431584075208,-0.00360071018761587,-0.0022098332306868,0.000257921870842281,-0.006715157937359
"212","NZL","New Zealand",2000,79201379310.3448,74255172413.7931,63677857142.8571,7.94e+10,5.79e+10,3873000,0.016998576951865,0.0295029146026167,0.00272929969966995,0.0134845131519992,0.0172343953640741,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,-0.0112432480413389,0.00217410620010305,-0.0237189868721916,-0.0144648248697887,-0.0109980719674514
"213","PRT","Portugal",2000,177766153846.154,173490769230.769,151480127186.01,1.777e+11,1.36e+11,10226000,0.0279302968215482,0.0193061877360332,0.0256577413625099,0.0192692952999565,0.0278891736738682,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,-0.000311528171655695,-0.00802262066648041,-0.000790545209351734,-0.00868004272183143,-0.000343293657657284
"214","SWE","Sweden",2000,238842981501.632,237052992383.025,185675754189.944,2.388e+11,1.652e+11,8872000,0.040779317436531,0.0334197165661081,0.0253006810651382,0.0279069211074034,0.0407619100128667,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.012537492443327,0.00609090816359448,-0.00114760550672344,-4.24169143844466e-05,0.0125294426813412
"215","TUR","Türkiye",2000,459812573815.991,463550139512.224,401413656160.48,4.598e+11,3.562e+11,67461000,0.0463738271661409,0.043323453538779,0.0362881914414075,0.0358256147098821,0.0463266250342595,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,0.018132002172937,0.0159946451362654,0.00983990486954589,0.00787627668809421,0.018094157702734
"216","USA","United States",2000,9.7648e+12,9.9309e+12,8.1435e+12,9.7648e+12,7.3277e+12,282425000,0.0252305871833656,0.0315241104359263,0.029982456163042,0.0332120882140057,0.0252305871833656,0.0282418249932039,0.0273288084025136,0.0264482865718616,0.0279493380217879,0.0282324673315255,-0.00301123780983836,0.00419530203341267,0.00353416959118036,0.00526275019221778,-0.00300188014815994
"217","AUS","Australia",2001,530045038167.939,517344274809.16,412506153846.154,5.286e+11,3.723e+11,19529000,0.0253349009380752,0.0294595194355534,0.0152888158731415,0.0175396372773839,0.0252519465169456,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.0231213420226926,0.0263743110004366,0.00224023027257836,0.00482906124216775,0.0230463665843974
"218","AUT","Austria",2001,231839168490.153,227362144420.131,181091220068.415,2.318e+11,1.636e+11,8032000,0.00465358199750909,0.00457187198739817,0.0016838860274575,0.00302326479785364,0.00443328947206645,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.00244002308212643,0.00148666355228144,-0.0113646995731056,-0.00968731123736255,0.00222770953951823
"219","BEL","Belgium",2001,271124864277.959,276155266015.201,210525083612.04,2.71e+11,1.884e+11,10281000,0.00375183220188191,0.00347837906129023,0.0088441910438597,0.00887305245048609,0.00362561710326936,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.00153827328649925,0.0003931706261735,-0.00420439455670341,-0.00383752358473011,0.00142003717072114
"220","CAN","Canada",2001,877986178861.789,853521138211.382,664653719008.265,8.755e+11,5.955e+11,31021000,0.00687818785503502,0.00473609879547787,0.0182491501573185,0.0164756157177113,0.00687012107843366,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.00466462893965236,0.00165089036036115,0.00520056455675544,0.00376503968249509,0.00466454114588544
"221","CHE","Switzerland",2001,220976842105.263,232983684210.526,158299476439.791,2.213e+11,1.469e+11,7285000,-0.00012780616622976,-0.027638867322656,0.0126727851717003,0.0129298537554305,-3.96769842225808e-05,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,-0.00234136508161242,-0.0307240757577727,-0.00037580042886276,0.00021927772021435,-0.0022452569167708
"222","DEU","Germany",2001,2086653414882.77,2075396534148.83,1729993541442.41,2.0862e+12,1.556e+12,82340000,0.00649522292011362,0.00541052200165915,0.0135543605331918,0.0143495987426618,0.00647945385418325,0.00221355891538266,0.00308520843511673,0.0130485856005631,0.0127105760352162,0.00220557993254822,0.00428166400473096,0.00232531356654242,0.000505774932628711,0.00163902270744565,0.00427387392163503
