STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,CHAPTER,Chapter,TIME_PERIOD,Time period,OBS_VALUE,Observation value,ADJUSTMENT,Adjustment,COUNTERPART_AREA,Counterpart area,SECTOR,Institutional sector,COUNTERPART_SECTOR,Counterpart institutional sector,CONSOLIDATION,Consolidation status,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,MATURITY,Original and residual maturity,PRODUCT,Product,PENSION_FUNDTYPE,Pension fund type,CURRENCY_DENOM,Currency of denomination,VALUATION,Valuation,PRICE_BASE,Price base,TRANSFORMATION,Transformation,TABLE_IDENTIFIER,Table identifier,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,CHE,Switzerland,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2012,,71859.2147159965,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,TUR,Türkiye,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2012,,22698.4739346277,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,GBR,United Kingdom,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2012,,48891.7640417362,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,USA,United States,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2012,,58402.4214275934,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,AUS,Australia,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,54928.2548526866,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,AUT,Austria,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,59110.4536972583,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,BEL,Belgium,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,55072.4047713756,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,CAN,Canada,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,49147.0225742322,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,CHL,Chile,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,26473.1517772322,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,COL,Colombia,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,16269.2942223943,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,CRI,Costa Rica,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,20155.0117772287,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,CZE,Czechia,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,39117.4038117123,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,DNK,Denmark,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,58257.2214341311,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,EST,Estonia,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,34217.6782785639,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,FIN,Finland,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,51140.9492969716,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,FRA,France,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,50479.7538280805,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,DEU,Germany,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,56733.566579282,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,HUN,Hungary,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,28462.3414924472,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,IRL,Ireland,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,57894.8609708592,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,ISR,Israel,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,37502.6567791599,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,ITA,Italy,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,45732.7287123756,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,JPN,Japan,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,42675.3773246204,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,KOR,Korea,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,41418.7460016062,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,LVA,Latvia,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,27142.2455125452,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,LTU,Lithuania,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,31096.1992162221,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,LUX,Luxembourg,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,121703.408778193,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,MEX,Mexico,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,20759.637455394,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,NLD,Netherlands,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,59142.3449441666,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,NZL,New Zealand,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,41554.667614944,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,NOR,Norway,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,67392.3164838803,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,POL,Poland,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,28586.7123083561,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,PRT,Portugal,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,33765.2422677711,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVK,Slovak Republic,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,30330.4751470649,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SVN,Slovenia,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,36084.5076651495,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,ESP,Spain,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,38439.7041239059,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,SWE,Sweden,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,54406.8517456117,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,CHE,Switzerland,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,72334.8913901852,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,TUR,Türkiye,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,24272.8370379098,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
DATAFLOW,OECD.SDD.NAD:DSD_NAAG@DF_NAAG_I(1.0),NAAG Chapter 1: GDP,I,A,Annual,GBR,United Kingdom,B1GQ_R_POP,Real gross domestic product per capita,USD_PPP_PS,"US dollars per person, PPP converted",NAAG_I,Part I: GDP,2013,,49400.8626878857,,N,Neither seasonally adjusted nor calendar adjusted,D,Domestic (home or reference area),S1,Total economy,S1,Total economy,_Z,Not applicable,B,Balance (revenue minus expenditure),B1GQ_POP,"Gross domestic product, per capita",_Z,Not applicable,,,,,,,,,,,LR,Chain linked volume (rebased),N,Non transformed data,,,2020,,,,F,Free (free for publication),2,Two,A,Normal value,0,Units,_Z,Not applicable
